hpo_id
HP:0001156
HP:0001387
HP:0001824
HP:0001945
HP:0002039
HP:0002315
HP:0012378
HP:0000505
HP:0000716
HP:0001369
HP:0001596
HP:0001903
HP:0000083
HP:0000365
HP:0000405
HP:0000508
HP:0000639
HP:0000648
HP:0000975
HP:0001251
HP:0001260
HP:0001324
HP:0002027
HP:0002829
HP:0003326
HP:0003401
HP:0009830
HP:0011675
HP:0012735
HP:0000028
HP:0001263
HP:0001288
HP:0001347
HP:0000718
HP:0000737
HP:0000739
HP:0001250
HP:0001332
HP:0001336
HP:0002540
HP:0003487
HP:0000939
HP:0001249
HP:0000545
HP:0000767
HP:0000822
HP:0001761
HP:0002650
HP:0002808
HP:0000218
HP:0000486
HP:0000501
HP:0000518
HP:0000708
HP:0000729
HP:0001328
HP:0002240
HP:0002353
HP:0002910
HP:0012758
HP:0002360
HP:0001254
HP:0001508
HP:0002069
HP:0008872
HP:0100543
HP:0000238
HP:0000252
HP:0000478
HP:0002119
HP:0030680
HP:0001629
HP:0001631
HP:0001643
HP:0006101
HP:0000256
HP:0000286
HP:0000400
HP:0000411
HP:0000494
HP:0001252
HP:0002007
HP:0004209
HP:0004322
HP:0007018
HP:0002716
HP:0000989
HP:0100749
HP:0000988
HP:0001744
HP:0002093
HP:0000219
HP:0001518
HP:0002714
HP:0002750
HP:0008897
HP:0000322
HP:0000324
HP:0000582
HP:0000175
HP:0000316
HP:0005280
HP:0001270
HP:0000726
HP:0000278
HP:0000160
HP:0000347
HP:0000431
HP:0001276
HP:0002120
HP:0002167
HP:0002017
HP:0008066
HP:0000126
HP:0001561
HP:0001537
HP:0001762
HP:0001272
HP:0007256
HP:0002015
HP:0001510
HP:0002094
HP:0002013
HP:0002019
HP:0002098
HP:0001284
HP:0001337
HP:0001873
HP:0002719
HP:0000823
HP:0003202
HP:0002014
HP:0011968
HP:0001257
HP:0001376
HP:0002205
HP:0011220
HP:0001511
HP:0001622
HP:0001627
HP:0010864
HP:0000343
HP:0001763
HP:0000750
HP:0001999
HP:0008947
HP:0001382
HP:0001371
HP:0000938
HP:0002020
HP:0011800
HP:0000023
HP:0000407
HP:0000463
HP:0003196
HP:0007957
HP:0000952
HP:0000348
HP:0000506
HP:0001256
HP:0001274
HP:0000276
HP:0000358
HP:0000426
HP:0000093
HP:0000568
HP:0000613
HP:0001265
HP:0002376
HP:0003236
HP:0000819
HP:0000164
HP:0000154
HP:0000303
HP:0100490
HP:0000490
HP:0000248
HP:0001635
HP:0000520
HP:0000664
HP:0002079
HP:0001290
HP:0001344
HP:0001385
HP:0000821
HP:0001321
HP:0002066
HP:0000272
HP:0000337
HP:0000369
HP:0000047
HP:0000280
HP:0001638
HP:0002342
HP:0002018
HP:0002960
HP:0000470
HP:0008736
HP:0001513
HP:0003198
