OrphaCode,DiseaseName,AgeOfOnset,TypeOfInheritance,urgency_tier,onset_score,rarity_weight,OMIM,MONDO,ICD-10,DisorderType
275766,Idiopathic pulmonary arterial hypertension,All ages,Not applicable,3,4,6.0,,17147.0,I27.0,Etiological subtype
3361,Trichodysplasia-xeroderma syndrome,Neonatal,,3,8,7.0,190360.0,8598.0,L67.8,Malformation syndrome
3408,Upington disease,No data available,Autosomal dominant,3,0,7.0,191520.0,8624.0,M91.8,Malformation syndrome
276148,Benign epithelial tumor of salivary glands,,Not applicable,3,0,5.0,181030.0,17168.0,D11.7,Disease
3409,Urban-Rogers-Meyer syndrome,Infancy,,2,7,7.0,264010.0,9905.0,Q87.8,Malformation syndrome
276145,Malignant epithelial tumor of salivary glands,Adult,Not applicable,3,3,6.0,,17167.0,C08.8,Disease
276161,Multiple endocrine neoplasia,All ages,"Autosomal dominant, Not applicable",3,4,7.0,,17169.0,D44.8,Clinical group
3412,VACTERL with hydrocephalus,"Infancy, Neonatal","Autosomal recessive, X-linked recessive",1,8,7.0,314390.0,10172.0,Q87.8,Malformation syndrome
276152,Multiple endocrine neoplasia type 4,Adult,"Autosomal dominant, Not applicable",3,3,5.0,610755.0,12552.0,D44.8,Disease
3403,Uhl anomaly,"Infancy, Neonatal",Not applicable,2,8,7.0,107970.0,18084.0,Q24.8,Morphological anomaly
3404,Ulbright-Hodes syndrome,Neonatal,Autosomal recessive,1,8,7.0,266910.0,9963.0,Q87.8,Malformation syndrome
276066,Bile acid CoA ligase deficiency and defective amidation,"Infancy, Neonatal",Unknown,2,8,5.0,,17165.0,K76.8,Disease
275872,Frontotemporal dementia with motor neuron disease,Adult,Autosomal dominant,3,3,5.0,616439.0,17161.0,G31.0,Disease
3383,Humerus trochlea aplasia,Neonatal,,3,8,7.0,191000.0,8611.0,Q74.0,Malformation syndrome
3384,Common arterial trunk,"Infancy, Neonatal",Not applicable,2,8,5.0,217095.0,18072.0,Q20.0,Morphological anomaly
275864,Behavioral variant of frontotemporal dementia,Adult,Autosomal dominant,3,3,4.0,600274.0,17160.0,G31.0,Disease
275944,Hemolytic disease of the newborn with Kell alloimmunization,"Infancy, Neonatal",,2,8,5.0,,17164.0,P55.8,Disease
3387,Isolated anterior cervical hypertrichosis,Childhood,"Autosomal dominant, Autosomal recessive",2,6,7.0,600457.0,10887.0,L68.2,Disease
1723,Mosaic trisomy 2 syndrome,"Antenatal, Neonatal",,3,9,7.0,,15763.0,Q92.1,Malformation syndrome
275828,Pulmonary arterial hypertension associated with chronic hemolytic anemia,All ages,"Multigenic/multifactorial, Not applicable",3,4,5.0,,,,Clinical group
1724,Mosaic trisomy 20 syndrome,"Antenatal, Neonatal",,3,9,5.0,,15764.0,Q92.1,Malformation syndrome
1747,Mosaic trisomy 7 syndrome,"Antenatal, Neonatal",,3,9,7.0,,15771.0,Q92.1,Malformation syndrome
3329,Tibial aplasia-ectrodactyly syndrome,"Antenatal, Infancy, Neonatal",Autosomal dominant,2,9,6.0,612576.0,18050.0,Q73.8,Malformation syndrome
3328,Absent tibia-polydactyly-arachnoid cyst syndrome,"Infancy, Neonatal",Unknown,2,8,7.0,601027.0,10981.0,Q87.5,Malformation syndrome
3327,Thyrocerebrorenal syndrome,Childhood,Autosomal recessive,2,6,7.0,274240.0,10128.0,N15.8,Malformation syndrome
3326,Thymic-renal-anal-lung dysplasia,"Antenatal, Neonatal",Autosomal recessive,1,9,7.0,274265.0,10129.0,Q87.8,Malformation syndrome
3322,Hoyeraal-Hreidarsson syndrome,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive, X-linked recessive",1,8,7.0,616553.0,18045.0,Q82.8,Disease
3317,Thoracolaryngopelvic dysplasia,"Infancy, Neonatal",Autosomal dominant,2,8,7.0,187770.0,8551.0,Q77.2,Malformation syndrome
3316,Thomas syndrome,"Antenatal, Neonatal",Autosomal recessive,1,9,7.0,,18043.0,Q87.8,Malformation syndrome
3314,"Thiemann disease, familial form",Adolescent,Not applicable,3,5,7.0,165700.0,8142.0,M93.2,Disease
3355,Trichoodontoonychial dysplasia,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,275450.0,10153.0,Q82.4,Malformation syndrome
275555,Preeclampsia,Adult,Not applicable,3,3,3.0,614595.0,5081.0,O14.1,Disease
275543,L1 syndrome,"Antenatal, Infancy, Neonatal",X-linked recessive,2,9,5.0,307000.0,17140.0,Q04.8,Malformation syndrome
3353,Trichodermodysplasia-dental alterations syndrome,Neonatal,,3,8,7.0,,18061.0,Q82.4,Malformation syndrome
275523,Dianzani autoimmune lymphoproliferative disease,All ages,Unknown,3,4,7.0,605233.0,11524.0,D47.9,Disease
3351,Trichodental syndrome,Childhood,Autosomal dominant,2,6,7.0,601453.0,11083.0,Q82.4,Malformation syndrome
275517,Autoimmune lymphoproliferative syndrome-recurrent viral infections due to CASP8 deficiency,Childhood,Autosomal recessive,2,6,7.0,607271.0,11804.0,D47.9,Disease
3352,Tricho-dento-osseous syndrome,Childhood,Autosomal dominant,2,6,7.0,190320.0,8592.0,Q82.4,Malformation syndrome
3350,Tremor-nystagmus-duodenal ulcer syndrome,Neonatal,,3,8,7.0,190310.0,8591.0,G25.0,Disease
3344,Weismann-Netter syndrome,Neonatal,,3,8,5.0,112350.0,7209.0,Q77.8,Malformation syndrome
3347,Mounier-Kühn syndrome,All ages,Not applicable,3,4,5.0,275300.0,10148.0,J98.0,Clinical syndrome
3341,Torticollis-keloids-cryptorchidism-renal dysplasia syndrome,"Infancy, Neonatal",X-linked dominant,2,8,7.0,314300.0,10748.0,Q87.8,Malformation syndrome
3342,Arterial tortuosity syndrome,"Childhood, Infancy",Autosomal recessive,2,7,7.0,208050.0,8818.0,Q27.8,Malformation syndrome
3339,Oculoectodermal syndrome,"Infancy, Neonatal",Not applicable,2,8,7.0,600268.0,10854.0,Q82.4,Malformation syndrome
271861,Hereditary ATTR amyloidosis,,Autosomal dominant,3,0,7.0,105210.0,7100.0,E85.1,Disease
3338,Toriello-Carey syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,217980.0,9021.0,Q87.8,Malformation syndrome
3469,XK aprosencephaly syndrome,"Antenatal, Infancy, Neonatal",Autosomal recessive,1,9,7.0,207770.0,8811.0,Q04.3,Malformation syndrome
3472,Yunis-Varon syndrome,"Antenatal, Neonatal",Autosomal recessive,1,9,7.0,216340.0,8995.0,Q87.8,Malformation syndrome
3471,Young syndrome,Adult,Unknown,3,3,5.0,279000.0,10220.0,N46,Disease
3319,Congenital amegakaryocytic thrombocytopenia,Neonatal,Autosomal recessive,1,8,6.0,604498.0,11469.0,D61.0,Disease
3473,Zimmermann-Laband syndrome,Neonatal,Autosomal recessive,1,8,7.0,618729.0,200.0,Q87.8,Malformation syndrome
3459,Wilson-Turner syndrome,Childhood,"X-linked dominant, X-linked recessive",2,6,7.0,309585.0,10665.0,Q87.8,Malformation syndrome
3464,Woodhouse-Sakati syndrome,"Adolescent, Childhood",Autosomal recessive,2,6,7.0,241080.0,9419.0,Q87.5,Disease
3466,WT limb-blood syndrome,Childhood,Autosomal dominant,2,6,7.0,194350.0,8688.0,D61.0,Disease
3465,Worster-Drought syndrome,Childhood,"Autosomal dominant, Not applicable",2,6,4.0,185480.0,8503.0,G80.8,Disease
2749,Oromandibular-limb hypogenesis syndrome,"Infancy, Neonatal",,2,8,6.0,,17139.0,,Clinical group
2995,Baraitser-Winter cerebrofrontofacial syndrome,"Antenatal, Infancy, Neonatal","Autosomal dominant, Not applicable",2,9,7.0,614583.0,17579.0,Q87.0,Malformation syndrome
3200,Arthrogryposis-ectodermal dysplasia syndrome,"Infancy, Neonatal",Unknown,2,8,7.0,601701.0,44406.0,Q68.8,Malformation syndrome
1570,Symbrachydactyly of hands and feet,"Antenatal, Neonatal",,3,9,7.0,,15516.0,Q73.8,Malformation syndrome
3243,Sweet syndrome,Adult,Multigenic/multifactorial,3,3,5.0,608068.0,11959.0,L98.2,Disease
1827,Acromelic frontonasal dysplasia,"Antenatal, Neonatal",Autosomal dominant,3,9,7.0,603671.0,11359.0,Q75.8,Malformation syndrome
2076,X-linked intellectual disability-epilepsy syndrome,Childhood,"X-linked dominant, X-linked recessive",2,6,5.0,300607.0,16160.0,,Clinical group
3424,Velo-facial-skeletal syndrome,Neonatal,,3,8,7.0,600736.0,10925.0,Q87.0,Malformation syndrome
268973,Isolated focal cortical dysplasia type Ia,,Not applicable,3,0,5.0,,17096.0,Q04.8,Histopathological subtype
269008,Isolated focal cortical dysplasia type IIb,,Not applicable,3,0,5.0,607341.0,17102.0,Q04.8,Histopathological subtype
3433,Microcephaly-brachydactyly-kyphoscoliosis syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,,18091.0,Q87.8,Malformation syndrome
3429,Verloove Vanhorick-Brubakk syndrome,Neonatal,,3,8,7.0,215850.0,8991.0,Q87.8,Malformation syndrome
269001,Isolated focal cortical dysplasia type IIa,,Not applicable,3,0,5.0,607341.0,17101.0,Q04.8,Histopathological subtype
2460,Van den Ende-Gupta syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,600920.0,10959.0,Q87.0,Malformation syndrome
268940,Bilateral polymicrogyria,"Infancy, Neonatal","Autosomal recessive, X-linked dominant",1,8,5.0,616531.0,17091.0,Q04.3,Morphological anomaly
268943,Unilateral polymicrogyria,"Infancy, Neonatal",,2,8,5.0,,17092.0,Q04.3,Morphological anomaly
3416,Hyperostosis corticalis generalisata,"Adolescent, Childhood","Autosomal dominant, Autosomal recessive",2,6,7.0,144750.0,9395.0,M85.2,Malformation syndrome
268936,Isolated arhinencephaly,"Infancy, Neonatal",,2,8,5.0,,968959.0,Q04.1,Morphological anomaly
268947,Unilateral focal polymicrogyria,"Antenatal, Infancy, Neonatal",,2,9,5.0,,17093.0,Q04.3,Clinical subtype
269229,Pontine tegmental cap dysplasia,"Infancy, Neonatal",Not applicable,2,8,7.0,614688.0,13858.0,Q04.8,Morphological anomaly
3453,Autoimmune polyendocrinopathy type 1,"Adolescent, Childhood",Autosomal recessive,2,6,6.0,240300.0,9411.0,E31.0,Disease
3448,Weaver-Williams syndrome,"Infancy, Neonatal",Autosomal recessive,1,8,7.0,,18095.0,Q87.8,Malformation syndrome
269221,Isolated bilateral hemispheric cerebellar hypoplasia,"Infancy, Neonatal",,2,8,5.0,,17113.0,Q04.3,Morphological anomaly
3449,Weill-Marchesani syndrome,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive",1,8,4.0,613195.0,18096.0,Q87.0,Malformation syndrome
269218,Isolated unilateral hemispheric cerebellar hypoplasia,"Infancy, Neonatal",,2,8,5.0,,17112.0,Q04.3,Morphological anomaly
3456,Wildervanck syndrome,"Infancy, Neonatal",,2,8,7.0,314600.0,10759.0,Q87.8,Malformation syndrome
269510,Congenital non-communicating hydrocephalus,,Autosomal recessive,3,0,5.0,236600.0,17117.0,Q03.8,Clinical subtype
3454,Wieacker-Wolff syndrome,Neonatal,"Not applicable, X-linked recessive",3,8,7.0,301041.0,10758.0,Q87.8,Malformation syndrome
3455,Wiedemann-Rautenstrauch syndrome,"Antenatal, Neonatal",Autosomal recessive,1,9,7.0,264090.0,9910.0,E34.8,Malformation syndrome
269505,Congenital communicating hydrocephalus,,Autosomal recessive,3,0,5.0,615219.0,17116.0,Q03.8,Clinical subtype
269203,Isolated cerebellar vermis agenesis,"Infancy, Neonatal",,2,8,5.0,,17107.0,Q04.3,Morphological anomaly
